,회사명,거래소코드,회계년도,직급명,1인평균지급액(임원),1인년간평균급여(직원)
721,(주)경동나비엔,9450,2020/12,사외이사 (감사위원회 위원 제외),27000.0,57003.0
723,(주)경동나비엔,9450,2021/12,사외이사 (감사위원회 위원 제외),42000.0,53000.0
726,(주)경동나비엔,9450,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",162000.0,53000.0
727,(주)경동도시가스,267290,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",189215.0,74906.0
729,(주)경동도시가스,267290,2017/12,사외이사 (감사위원회 위원 제외),31500.0,74906.0
731,(주)경동도시가스,267290,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",256407.0,92451.0
734,(주)경동도시가스,267290,2018/12,사외이사 (감사위원회 위원 제외),42000.0,92451.0
735,(주)경동도시가스,267290,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",255824.0,90608.0
736,(주)경동도시가스,267290,2019/12,사외이사 (감사위원회 위원 제외),42000.0,90608.0
739,(주)경동도시가스,267290,2020/12,사외이사 (감사위원회 위원 제외),21056.0,92102.0
740,(주)경동도시가스,267290,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",252054.0,92102.0
743,(주)경동도시가스,267290,2021/12,사외이사 (감사위원회 위원 제외),42000.0,95520.0
745,(주)경동도시가스,267290,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",258734.0,95520.0
748,(주)경동인베스트,12320,2011/12,등기이사,460275.0,70587.0
750,(주)경동인베스트,12320,2012/12,등기이사,522300.0,74685.0
753,(주)경동인베스트,12320,2013/12,등기이사,377401.0,76994.0
758,(주)경동인베스트,12320,2014/12,등기이사,372585.0,76866.0
764,(주)경동인베스트,12320,2015/12,등기이사,300629.0,76353.0
766,(주)경동인베스트,12320,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",270426.0,77064.0
767,(주)경동인베스트,12320,2016/12,사외이사 (감사위원회 위원 제외),65355.0,77064.0
770,(주)경동인베스트,12320,2017/12,사외이사 (감사위원회 위원 제외),37600.0,71015.0
772,(주)경동인베스트,12320,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",142898.0,71015.0
773,(주)경동인베스트,12320,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",179612.0,71508.0
775,(주)경동인베스트,12320,2018/12,사외이사 (감사위원회 위원 제외),21000.0,71508.0
777,(주)경동인베스트,12320,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",221210.0,89674.0
779,(주)경동인베스트,12320,2019/12,사외이사 (감사위원회 위원 제외),27000.0,89674.0
781,(주)경동인베스트,12320,2020/12,사외이사 (감사위원회 위원 제외),36000.0,83209.0
782,(주)경동인베스트,12320,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",255133.0,83209.0
787,(주)경동인베스트,12320,2021/12,사외이사 (감사위원회 위원 제외),36000.0,90676.0
788,(주)경동인베스트,12320,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",224361.0,90676.0
789,(주)경방,50,2011/12,등기이사,108891.0,26676.0
794,(주)경방,50,2012/12,등기이사,109230.0,26570.0
798,(주)경방,50,2013/12,등기이사,112277.0,27698.0
802,(주)경방,50,2014/12,등기이사,114621.0,27821.0
803,(주)경방,50,2015/12,등기이사,109000.0,30369.0
809,(주)경방,50,2016/12,사외이사 (감사위원회 위원 제외),3528.0,31905.0
810,(주)경방,50,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",153466.0,31905.0
811,(주)경방,50,2017/12,사외이사 (감사위원회 위원 제외),7549.0,36721.0
814,(주)경방,50,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",170619.0,36721.0
815,(주)경방,50,2018/12,사외이사 (감사위원회 위원 제외),4529.0,37050.0
816,(주)경방,50,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",183417.0,37050.0
819,(주)경방,50,2019/12,사외이사 (감사위원회 위원 제외),10569.0,33626.0
821,(주)경방,50,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",161465.0,33626.0
823,(주)경방,50,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",163800.0,33989.0
826,(주)경방,50,2020/12,사외이사 (감사위원회 위원 제외),10568.0,33989.0
827,(주)경방,50,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",178430.0,41203.0
829,(주)경방,50,2021/12,사외이사 (감사위원회 위원 제외),4529.0,41203.0
831,(주)경보제약,214390,2015/12,등기이사,140000.0,51000.0
836,(주)경보제약,214390,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",134000.0,52000.0
837,(주)경보제약,214390,2016/12,사외이사 (감사위원회 위원 제외),38000.0,52000.0
840,(주)경보제약,214390,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",208000.0,60000.0
841,(주)경보제약,214390,2017/12,사외이사 (감사위원회 위원 제외),37000.0,60000.0
844,(주)경보제약,214390,2018/12,사외이사 (감사위원회 위원 제외),37000.0,61000.0
845,(주)경보제약,214390,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",236000.0,61000.0
847,(주)경보제약,214390,2019/12,사외이사 (감사위원회 위원 제외),37000.0,62000.0
850,(주)경보제약,214390,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",221000.0,62000.0
851,(주)경보제약,214390,2020/12,사외이사 (감사위원회 위원 제외),37000.0,65000.0
852,(주)경보제약,214390,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",213000.0,65000.0
855,(주)경보제약,214390,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",228000.0,64000.0
857,(주)경보제약,214390,2021/12,사외이사 (감사위원회 위원 제외),37000.0,64000.0
861,(주)경인양행,12610,2011/12,등기이사,203017.0,38548.0
863,(주)경인양행,12610,2012/12,등기이사,198250.0,42085.0
866,(주)경인양행,12610,2013/12,등기이사,398283.0,49877.0
869,(주)경인양행,12610,2014/12,등기이사,355487.0,52525.0
875,(주)경인양행,12610,2015/12,등기이사,333042.0,47317.0
877,(주)경인양행,12610,2016/12,사외이사 (감사위원회 위원 제외),27921.0,48476.0
879,(주)경인양행,12610,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",288833.0,48476.0
881,(주)경인양행,12610,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",318285.0,48361.0
883,(주)경인양행,12610,2017/12,사외이사 (감사위원회 위원 제외),31024.0,48361.0
885,(주)경인양행,12610,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",372506.0,51924.0
887,(주)경인양행,12610,2018/12,사외이사 (감사위원회 위원 제외),35788.0,51924.0
889,(주)경인양행,12610,2019/12,사외이사 (감사위원회 위원 제외),35750.0,56162.0
890,(주)경인양행,12610,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",833346.0,56162.0
893,(주)경인양행,12610,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",324457.0,51641.0
895,(주)경인양행,12610,2020/12,사외이사 (감사위원회 위원 제외),33000.0,51641.0
898,(주)경인양행,12610,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",661676.0,60201.0
899,(주)경인양행,12610,2021/12,사외이사 (감사위원회 위원 제외),33000.0,60201.0
904,(주)고려시멘트,198440,2014/12,등기이사,0.0,
907,(주)고려시멘트,198440,2015/12,등기이사,0.0,
909,(주)고려시멘트,198440,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",0.0,
912,(주)고려시멘트,198440,2016/12,사외이사 (감사위원회 위원 제외),12000.0,
913,(주)고려시멘트,198440,2017/12,사외이사 (감사위원회 위원 제외),4000.0,57965.0
914,(주)고려시멘트,198440,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",128462.0,57965.0
917,(주)고려시멘트,198440,2018/12,사외이사 (감사위원회 위원 제외),0.0,60038.0
920,(주)고려시멘트,198440,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",161444.0,60038.0
922,(주)고려시멘트,198440,2019/12,사외이사 (감사위원회 위원 제외),0.0,70411.0
923,(주)고려시멘트,198440,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",168683.0,70411.0
925,(주)고려시멘트,198440,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",162434.0,65308.0
928,(주)고려시멘트,198440,2020/12,사외이사 (감사위원회 위원 제외),9000.0,65308.0
929,(주)고려시멘트,198440,2021/12,사외이사 (감사위원회 위원 제외),20981.0,68047.0
932,(주)고려시멘트,198440,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",210198.0,68047.0
935,(주)고바이오랩,348150,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",124824.0,53591.0
936,(주)고바이오랩,348150,2020/12,사외이사 (감사위원회 위원 제외),6000.0,53591.0
939,(주)고바이오랩,348150,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",168340.0,51831.0
940,(주)고바이오랩,348150,2021/12,사외이사 (감사위원회 위원 제외),18000.0,51831.0
943,(주)고영테크놀러지,98460,2011/12,등기이사,412000.0,46877.0
946,(주)고영테크놀러지,98460,2012/12,등기이사,520000.0,57000.0
949,(주)고영테크놀러지,98460,2013/12,등기이사,435000.0,65113.0
954,(주)고영테크놀러지,98460,2014/12,등기이사,547000.0,63739.0
955,(주)고영테크놀러지,98460,2015/12,등기이사,521000.0,65000.0
959,(주)고영테크놀러지,98460,2016/12,사외이사 (감사위원회 위원 제외),86000.0,73000.0
962,(주)고영테크놀러지,98460,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",549000.0,73000.0
963,(주)고영테크놀러지,98460,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",643000.0,83000.0
966,(주)고영테크놀러지,98460,2017/12,사외이사 (감사위원회 위원 제외),99000.0,83000.0
967,(주)고영테크놀러지,98460,2018/12,사외이사 (감사위원회 위원 제외),85000.0,77000.0
968,(주)고영테크놀러지,98460,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",466000.0,77000.0
971,(주)고영테크놀러지,98460,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",312000.0,71000.0
972,(주)고영테크놀러지,98460,2019/12,사외이사 (감사위원회 위원 제외),75000.0,71000.0
975,(주)고영테크놀러지,98460,2020/12,사외이사 (감사위원회 위원 제외),82000.0,62000.0
976,(주)고영테크놀러지,98460,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",415000.0,62000.0
979,(주)고영테크놀러지,98460,2021/12,사외이사 (감사위원회 위원 제외),84000.0,70000.0
982,(주)고영테크놀러지,98460,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",398000.0,70000.0
985,(주)골드앤에스,35290,2011/12,등기이사,121667.0,22490.0
987,(주)골드앤에스,35290,2012/12,등기이사,124267.0,38147.0
991,(주)골드앤에스,35290,2013/12,등기이사,97642.0,24608.0
994,(주)골드앤에스,35290,2014/12,등기이사,61200.0,46607.0
998,(주)골드앤에스,35290,2015/12,등기이사,45892.0,22599.0
1001,(주)골드앤에스,35290,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",32160.0,24909.0
1002,(주)골드앤에스,35290,2016/12,사외이사 (감사위원회 위원 제외),4500.0,24909.0
1007,(주)골드앤에스,35290,2017/12,사외이사 (감사위원회 위원 제외),5760.0,25014.0
1008,(주)골드앤에스,35290,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",32357.0,25014.0
1011,(주)골드앤에스,35290,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",45881.0,32436.0
1012,(주)골드앤에스,35290,2018/12,사외이사 (감사위원회 위원 제외),14217.0,32436.0
1014,(주)골드앤에스,35290,2020/12,사외이사 (감사위원회 위원 제외),0.0,81360.0
1015,(주)골드앤에스,35290,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",29478.0,81360.0
1019,(주)골드앤에스,35290,2021/12,사외이사 (감사위원회 위원 제외),0.0,28843.0
1020,(주)골드앤에스,35290,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",3125.0,28843.0
1022,(주)골드퍼시픽,38530,2011/12,등기이사,137565.0,27602.0
1024,(주)골드퍼시픽,38530,2012/12,등기이사,71000.0,26186.0
1027,(주)골드퍼시픽,38530,2013/12,등기이사,120000.0,31000.0
1032,(주)골드퍼시픽,38530,2014/12,등기이사,107000.0,48000.0
1037,(주)골드퍼시픽,38530,2015/12,등기이사,62000.0,16000.0
1040,(주)골드퍼시픽,38530,2016/12,사외이사 (감사위원회 위원 제외),0.0,17000.0
1042,(주)골드퍼시픽,38530,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",60000.0,17000.0
1043,(주)골드퍼시픽,38530,2017/12,사외이사 (감사위원회 위원 제외),0.0,72566.0
1045,(주)골드퍼시픽,38530,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",0.0,72566.0
1048,(주)골드퍼시픽,38530,2018/12,사외이사 (감사위원회 위원 제외),0.0,39500.0
1050,(주)골드퍼시픽,38530,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",71000.0,39500.0
1053,(주)골드퍼시픽,38530,2019/12,사외이사 (감사위원회 위원 제외),13000.0,25321.0
1054,(주)골드퍼시픽,38530,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",38000.0,25321.0
1055,(주)골드퍼시픽,38530,2020/12,사외이사 (감사위원회 위원 제외),33000.0,40000.0
1057,(주)골드퍼시픽,38530,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",81000.0,40000.0
1060,(주)골드퍼시픽,38530,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",76000.0,44000.0
1061,(주)골드퍼시픽,38530,2021/12,사외이사 (감사위원회 위원 제외),16000.0,44000.0
1064,(주)골프존,215000,2015/12,등기이사,173000.0,45000.0
1067,(주)골프존,215000,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",283000.0,49000.0
1069,(주)골프존,215000,2016/12,사외이사 (감사위원회 위원 제외),0.0,49000.0
1071,(주)골프존,215000,2017/12,사외이사 (감사위원회 위원 제외),0.0,56000.0
1074,(주)골프존,215000,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",251000.0,56000.0
1077,(주)골프존,215000,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",207000.0,38000.0
1078,(주)골프존,215000,2018/12,사외이사 (감사위원회 위원 제외),0.0,38000.0
1080,(주)골프존,215000,2019/12,사외이사 (감사위원회 위원 제외),0.0,61000.0
1082,(주)골프존,215000,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",290000.0,61000.0
1084,(주)골프존,215000,2020/12,사외이사 (감사위원회 위원 제외),0.0,62000.0
1086,(주)골프존,215000,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",309000.0,62000.0
1088,(주)골프존,215000,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",301000.0,71000.0
1089,(주)골프존,215000,2021/12,사외이사 (감사위원회 위원 제외),0.0,71000.0
1092,(주)골프존뉴딘홀딩스,121440,2011/12,등기이사,1059000.0,44000.0
1093,(주)골프존뉴딘홀딩스,121440,2012/12,등기이사,1426798.0,53000.0
1096,(주)골프존뉴딘홀딩스,121440,2013/12,등기이사,1092000.0,54000.0
1103,(주)골프존뉴딘홀딩스,121440,2014/12,등기이사,539000.0,64000.0
1107,(주)골프존뉴딘홀딩스,121440,2015/12,등기이사,604000.0,45000.0
1108,(주)골프존뉴딘홀딩스,121440,2016/12,"등기이사(사외이사,감사위원회 위원 제외)",827000.0,51000.0
1109,(주)골프존뉴딘홀딩스,121440,2016/12,사외이사 (감사위원회 위원 제외),21000.0,51000.0
1113,(주)골프존뉴딘홀딩스,121440,2017/12,사외이사 (감사위원회 위원 제외),21000.0,51000.0
1114,(주)골프존뉴딘홀딩스,121440,2017/12,"등기이사(사외이사,감사위원회 위원 제외)",76000.0,51000.0
1116,(주)골프존뉴딘홀딩스,121440,2018/12,"등기이사(사외이사,감사위원회 위원 제외)",20000.0,103000.0
1117,(주)골프존뉴딘홀딩스,121440,2018/12,사외이사 (감사위원회 위원 제외),0.0,103000.0
1120,(주)골프존뉴딘홀딩스,121440,2019/12,"등기이사(사외이사,감사위원회 위원 제외)",190000.0,57000.0
1123,(주)골프존뉴딘홀딩스,121440,2019/12,사외이사 (감사위원회 위원 제외),0.0,57000.0
1124,(주)골프존뉴딘홀딩스,121440,2020/12,"등기이사(사외이사,감사위원회 위원 제외)",154000.0,57000.0
1125,(주)골프존뉴딘홀딩스,121440,2020/12,사외이사 (감사위원회 위원 제외),0.0,57000.0
1128,(주)골프존뉴딘홀딩스,121440,2021/12,"등기이사(사외이사,감사위원회 위원 제외)",183000.0,67000.0
1129,(주)골프존뉴딘홀딩스,121440,2021/12,사외이사 (감사위원회 위원 제외),0.0,67000.0
1133,(주)광림,14200,2011/12,등기이사,105516.0,37178.0
1134,(주)광림,14200,2012/12,등기이사,231743.0,36800.0
1138,(주)광림,14200,2013/12,등기이사,46499.0,38526.0
1144,(주)광림,14200,2014/12,등기이사,47236.0,39853.0
1147,(주)광림,14200,2015/12,등기이사,49186.0,36385.0
1149,(주)광림,14200,2016/12,사외이사 (감사위원회 위원 제외),47196.0,39000.0
